CONFIG0001	true
NORMAL0015	Ο Ντικ ήταν απλώς ένα ατύχημα γι'αυτό νομίζω ότι εδώ άρχισαν τα πράγματα να χειροτερεύουν. Ένιωθα τόσο εγκλοβισμένη. Το μόνο που σκεφτόμουν ήταν αυτό το γαμημένο τεχνούργημα.
; Touch floor panel
NORMAL0016	Είναι πολύ αργά πια. Δεν θέλω να δω τι βρίσκεται κάτω απο 'κει.

; //////////////////////////////////////////////////////////////////////
; 27 - STORE ROOM (MES)
; //////////////////////////////////////////////////////////////////////

; Room regions
STOMES0001	Αριστερά
STOMES0002	Εκρηκτικό
STOMES0003	Πόρτα
STOMES0004	Κονσόλα MES
STOMES0005	Το αφήνω

; Look at console
STOMES0006	Η ΚΟΝΣΟΛΑ MES ΤΗΝ ΟΠΟΙΑ ΠΑΙΖΩ.
; Use console
STOMES0007	ΔΕΝ ΜΠΟΡΩ ΝΑ ΚΑΤΑΛΑΒΩ ΠΙΟ ΠΛΗΚΤΡΟ ΤΗ ΣΒΗΝΕΙ.

; Look at explosive
STOMES0008	ΕΚΡΗΚΤΙΚΑ ΕΙΝΑΙ... ΦΑΙΝΟΝΤΑΙ ΕΠΙΚΙΝΔΥΝΑ.
; Use explosive
STOMES0009	ΔΕΝ ΜΠΟΡΩ ΝΑ ΚΟΥΒΑΛΗΣΩ ΠΑΡΑΠΑΝΩ ΑΝΤΙΚΕΙΜΕΝΑ.

; Walk to freezer door
STOMES0010	Η ΠΟΡΤΑ ΕΙΝΑΙ ΚΛΕΙΣΤΗ.
; Look at freezer door
STOMES0011	ΕΙΝΑΙ Η ΠΟΡΤΑ ΤΟΥ ΚΑΤΑΨΥΚΤΗ.
; Use freezer door
STOMES0012	ΔΕΝ ΜΠΟΡΩ ΝΑ ΔΩ ΤΗ ΜΠΕΤΟΥΓΙΑ ΑΠΟ ΤΑ ΠΟΛΛΑ ΠΙΞΕΛ!

; Try to leave room
STOMES0013	Η ΟΘΟΝΗ ΔΕΝ ΞΕΤΥΛΙΓΕΤΑΙ. ΜΑΛΛΟΝ ΠΑΓΙΔΕΥΤΗΚΑ ΕΔΩ ΜΕΣΑ! ΠΡΕΠΕΙ ΝΑ ΒΡΩ ΕΝΑ ΑΛΛΟ ΤΡΟΠΟ ΝΑ ΤΕΛΕΙΩΣΩ ΤΟ ΠΑΙΧΝΙΔΙ.

; On entering MES room
STOMES0014	Τί στο διάβολο γίνεται; Μή μου πεις ότι είμαι μέσα στο παιχνίδι!

; //////////////////////////////////////////////////////////////////////
; 28 - DEBUG ROOM
; //////////////////////////////////////////////////////////////////////

; Room Regions
DEBUGR0001	Επεισόδιο διαδρόμου
DEBUGR0002	Ματωμένο Δωμάτιο Πλοήγησης
DEBUGR0003	Αρχή Παιχνιδιού
DEBUGR0004	Πίνακας Ρομπότ
DEBUGR0005	Άσπρο Δωμάτιο
DEBUGR0006	Κεφάλι στο Ντους
DEBUGR0007	Καταψύκτης
DEBUGR0008	Φαρμακείο
DEBUGR0009	Βάση Νορμάλ
DEBUGR0010	Δωμάτιο Εκσφαλμάτωσης

; Warning message
DEBUGR0011	Καλώς ήρθατε στο Δωμάτιο Εκσφαλμάτωσης του 'Ασπρου Δωματίου'. Αυτό το δωμάτιο αφέθηκε για να σας δώσει μια ιδέα από την ανάπτυξη του παχνιδιού.
DEBUGR0012	Δεν συνιστάται να παίξετε το παιχνίδι απ'αυτό το δωμάτιο. Ο στόχος του είναι το τεστ διαφόρων τμημάτων του παιχνιδιού.

; //////////////////////////////////////////////////////////////////////
; 29 - COMEDY ENDING
; //////////////////////////////////////////////////////////////////////

; Okay this is going to be quite difficult to translate into any language.
; The comedy ending is meant to be surrealist humor and makes very little sense in English
; so I don't know how well it will go into other languages. So just do your best really.

; All the character shout surprise to reveal the whole game has been a surprise birthday prank
COMEDY0001	ΕΚΠΛΗΞΗ!!!                   
; The doctor is explaining it's been a well planned party
COMEDY0002	Ετοιμάζαμε αυτό το πάρτι-έκπληξη μυστικά εδώ και χρόνια.
; The captain is meant to sound very dumb
COMEDY0003	Χο χο... Μ'αρέσουν τα κεριά τουλάχιστον. Χο χο χο...
; This character is very excitable. Meant to be a bit like Beavis and Butthead
COMEDY0004	Ναι! Ναι! Γαμάτα τα κεριά!
; The doctor is talking about cutting the cake in very overly scientific manner.
COMEDY0005	Έχω φέρει ένα μοιρογνωμόνιο για να κόψουμε τη τούρτα ακριβώς.
; This character talks in bad japanese accent and only talks about Japan
COMEDY0006	Σαν τους Γιαπωνέζους νίτζα.
; Again the captain makes a dumb comment
COMEDY0007	Δεν έχω πάει ποτέ στην Ιαπωνία. Χο χο χο χο χο...
; The excitable guy is eager for food
COMEDY0008	Χέσε μας! Κόψε τη τούρτα! Κόψε τη τούρτα σκατομυρμήγκι!
; Another pointless japanese comment
COMEDY0009	Σαν τους Γιαπωνέζους σαμουράι.
; The dumb captain is sad about no one attending his birthday.
COMEDY0010	Κρίμα που δεν ήρθε κανείς στα γενέθλιά μου. Χο χο οοοοοχ...
; The doctor says this is because his birthday couldn't be divided by the mathematical value pi
COMEDY0011	Να σου εξηγήσω γιατί χαζέ. Η αιτία είναι ότι τα γενέθλιά σου πέφτουν μια ημέρα η οποία δεν διαιρείτε από την αξία π και τ.
; This all ends on a bad pun. The excitable guy assumes the doctor was talking about pie (instead of pi)
; and comments it's a cake not a pie.
COMEDY0012	Τί πίτα ρε μαλάκα! Τούρτα είναι! Σκατοκέφαλε! Της μάνας σου!	

; //////////////////////////////////////////////////////////////////////
; 30 - ENDING SCREEN
; //////////////////////////////////////////////////////////////////////

; Interface message
ENDING0001	Ευχαριστούμε που παίξατε...
ENDING0002	Άκυρο
ENDING0003	Αναχωρώ από το παιχνίδι...

; Ending descriptions
ENDING0004	Υποστήκατε το τέλος της 'κατάρας'.
ENDING0005	Κερδίσατε το τέλος της 'λύτρωσης'.
ENDING0006 	Υποφέρατε το τέλος του 'βάσανου'.
ENDING0007	Σας μπέρδεψε το 'κωμικό' τέλος.
ENDING0008	Περιμένετε για το τέλος 'αποσύνθεσης'.
ENDING0009	Εισπνέυσατε το 'δηλητηριασμένο' τέλος.
ENDING0010	Πέσατε στο τέλος του 'διαστήματος'.
ENDING0011	Δεν μπορέσατε να ξεφύγετε από το τέλος της 'ηλεκτροπληξίας'.

; Easter eggs
ENDING0012	Δοκιμάστε να εισάγετε το κώδικα του ρομπότ πριν πάρετε το σημείωμα.
ENDING0013	Δοκιμάστε να χρησιμοποιήσετε την κονσόλα MES τρεις φορές.
ENDING0014	Δοκιμάστε να πατήσετε HOME για να μπείτε στο Δωμάτιο Εκσφαλμάτωσης του Προγραμματιστή 
ENDING0015	Δοκιμάστε F10 και F11 για να περάσετε σε μια εναλλακτική επιφάνεια με δεξί-click.



; //////////////////////////////////////////////////////////////////////
; A1 - ITEM TEXT
; //////////////////////////////////////////////////////////////////////

; Looks at axe
ANITEM0001	Είναι ένα κοφτερό τσεκούρι. Θα μου χρειαστεί.
; Touch axe
ANITEM0002	Θα μπορούσα να κοπώ. Πρέπει να προσέχω!

; Look at batteries
ANITEM0003	Μπαταρίες βιομηχανικών διαστάσεων. Πολύ ισχύρες. Το ένιωσα καλά.
; Touch batteries
ANITEM0004	Αρκετό ήταν το χτύπημα.

; Look at blanket
ANITEM0005	Μια αναπαυτική κουβέρτα.
; Touch blanket
ANITEM0006	Είναι απαλή και μαλακιά. Αλλά μυρίζει...

; Look at brown envelope
ANITEM0007	Υπάρχει κάτι μέσα στο κουτί.
; Open brown envelope
ANITEM0008	Περιείχε ένα δίσκο βίντεο.

; Look at video disc
ANITEM0009	Είναι ένας κανονικός δίσκος βίντεο που έχει εγγραφεί. Πολύ καλή ποιότητα!
; Use video disc
ANITEM0010	Θα χρειαστώ μια σωστή οθόνη για να δω τί περιέχει.

; Look at Dr Salt
ANITEM0011	Ένα κόκκινο κουτί αναψυκτικού.
; Use Dr Salt
ANITEM0012	Θα το 'πινα αλλά βρωμάει ψαρίλας.

; Look at explosive
ANITEM0013	Γράφει ότι είναι ισχυρό εκρηκτικό.
; Use explosive
ANITEM0014	Όταν παίζεις με τη φωτιά, καίγεσαι. Δεν θέλω ούτε να το σκεφτώ να παίξω μ'αυτό.

; Look at extinguisher
ANITEM0015	Ένας βαρύς πυροσβεστήρας.
; Use extinguisher
ANITEM0016	Δεν υπάρχει πυρκαγιά εδώ γι'αυτό δεν θέλω να τον καταναλώσω.

; Look at eyes
ANITEM0017	Ένα ζευγάρι βγαλμένων ματιών. Φαίνονται τόσο έντονα.
; Use eyes
ANITEM0018	Αφού φοβάμαι να ακουμπήσω και τα ίδια μου τα μάτια.

; Look at head
ANITEM0019	Ένα κομμένο κεφάλι. Του έχουν βγάλει τα μάτια.
; Use head
ANITEM0020	Είναι ακόμα βρεγμένο από το ντους, και τί μυρωδιά...

; Look at ID card
ANITEM0021	Μια ταυτότητα χρήσης σε σκάνερ ασφαλείας.
; Use ID card
ANITEM0022	Δεν μπορώ να τη κάνω τίποτα χωρίς έναν αναλυτή DNA.

; Look at laser cutter
ANITEM0023	Ένας κόφτης λέιζερ, δεν νομίζω ότι δουλεύει.
; Use laser cutter
ANITEM0024	Ο θάλαμος μπαταριών είναι άδειος.

; Look at left arm
ANITEM0025	Ένα κομμένο μπράτσο... Γαμάτα!
; Use left arm
ANITEM0026	Δεν μπορώ να κάνω τίποτα και μ'αυτό.

; Look at leg
ANITEM0027	Το πόδι που έκοψα στο δωμάτιο καταψύκτη.
; Use leg
ANITEM0028	Ακόμα παγωμένο είναι.

; Look at mirror
ANITEM0029	Ένας λαμπερός καθρέφτης.
; Use mirror
ANITEM0030	Δεν θέλω να τον γρατζουνίσω.

; Look at note
; IMPORTANT NOTE: In English the first letters of the words Patience While You Grill Bacon Rind
; correspond to Purple White Yellow Green Blue Red on the droid control computer. You will need
; a nonsensical message that has words starting with the same letter as the words for those
; colours in your language for the riddle to work. I'm not sure how best to handle this in pictorial
; languages like Chinese/Japanese.
ANITEM0031	Ένα σημείωμα που βρήκα. Λέει 'Μαζί Απόψε Κάτι Πολύ Μεγάλο Καταφέραμε'. Παράξενο. Αναρωτιέμαι τί πάει να πεί.
; Use note
ANITEM0032	Θα μπορούσα να φτιάξω μια ωραία σαίτα, αλλά θα τ'αφήσω για αργότερα.

; Look at override key
ANITEM0033	Ένα κλειδί υπερισχύς.
; Use override key
ANITEM0034	Πρέπει να βρω ένα σύστημα στο οποίο μπαίνει.

; Look at right arm
ANITEM0035	Ένα ανθρώπινο μπράτσο.
; Use right arm
ANITEM0036	Είναι λίγο μαλακό.

; Look at sample dish
ANITEM0037	Ένα δείγμα ιστού σ'ένα στεγανό πιάτο. Η ετικέτα λέει 'Διοικητής Τρεντ'. Έχω ακούσει ότι είναι δύσκολο να βρείς τέτοια αντικείμενα.
; Use sample dish
ANITEM0038	Δεν θέλω να τ'ανοίξω και να ρισκάρω να χαλάσω το δείγμα.

; Look at scalpel
ANITEM0039	Ένα κοφτερό σκουριασμένο νυστέρι.
; Use scalpel
ANITEM0040	Δεν είναι τόσο κοφτερό αλλά ας προσέχω. Ποιός ξέρει για ποιό λόγο το χρησιμοποίησαν τη τελευταία φορά;

; Look at steel box
ANITEM0041	Ένα ατσαλένιο κούτι το οποίο φαίνεται οξυγονοκολλημένο.
; Use steel box
ANITEM0042	Δεν μπορώ να τ'ανοίξω. Αναρωτιέμαι τί περιέχει.
; Use scalpel on steel box
ANITEM0043	Γαμώτο! πρέπει να 'ναι οξυγονοκολλημένο. Ακόμα και το τσεκούρι δεν μπορεί να σπάσει ένα τόσο γερό κουτί.
; Use axe on steel box
ANITEM0044	Είναι οξυγονοκολλημένο. Μάλλον το νυστέρι θα σπάσει παρά το κουτί.
; Use fire extinguisher on steel box
ANITEM0045	Δεν καίγεται, απλά είναι ασφαλισμένο. Δεν υπάρχει λόγος.

; Look at torso
ANITEM0046	Ένας ανθρώπινος κορμός. Μου φαίνεται παράξενο που αντέχω να το κουβαλάω.
; Use torso
ANITEM0047	Δεν υπάρχει τίποτα που θα ήθελα να κάνω μ'αυτό.

; Look at VCR tape
ANITEM0048	Μια βίντεο κασσέτα χωρίς ετικέτα.
; Use VCR tape
ANITEM0049	Θα χρειαστώ ένα παλιό βίντεο για να τη παίξω.


; //////////////////////////////////////////////////////////////////////
; A2 - ITEM NAMES
; //////////////////////////////////////////////////////////////////////

; Names of game items
ITEMIS0001	Τσεκούρι
ITEMIS0002	Εκρικτικό
ITEMIS0003	Πυροσβεστήρας
ITEMIS0004	Ταυτότητα
ITEMIS0005	Κλειδί Υπερισχύς
ITEMIS0006	Μπαταρίες
ITEMIS0007	Κουβέρτα
ITEMIS0008	Φάκελος
ITEMIS0009	Δίσκος Βίντεο #1
ITEMIS0010	Δίσκος Βίντεο #2
ITEMIS0011	Δίσκος Βίντεο #3
ITEMIS0012	Dr Salt
ITEMIS0013	Μάτια
ITEMIS0014	Κεφάλι
ITEMIS0015	Κόφτης Λέιζερ
ITEMIS0016	Δεξί Μπράτσο
ITEMIS0017	Πόδι
ITEMIS0018	Καθρέφτης
ITEMIS0019	Σημείωμα
ITEMIS0020	Αριστερό Μπράτσο
ITEMIS0021	Πιάτο Δείγματος
ITEMIS0022	Νυστέρι
ITEMIS0023	Ατσάλινο Κουτί
ITEMIS0024	Ανθρώπινος Κορμός

; //////////////////////////////////////////////////////////////////////
; A3 - MISSED WORDS
; //////////////////////////////////////////////////////////////////////

; Text for the analyser in the computer room
EXTRAS0001	Πίνακας
EXTRAS0002	Καλώδιο
EXTRAS0003	Το αφήνω
EXTRAS0004	Αναλυτής
