CONFIG0001	TRUE
ANITEM0042	Nie mogę jej otworzyć. Zastanawiam się, co może być w środku.
;Use scalpel on steel box"	
ANITEM0043	Cholera! Wygląda na to, że jest zamknięta na amen. Nawet siekierom jej nie otworzę.
;Use axe on steel box"	
ANITEM0044	Jest zapieczętowana, prędzej skalpel się złamie.
;Use fire extinguisher on steel box"	
ANITEM0045	Nie pali się, jest po prostu zamknięta. To niemiałoby sensu.
	
;Look at torso"	
ANITEM0046	To ludzki tors. Samej trudno mi uwierzyć, że go wzięłam.
;Use torso"	
ANITEM0047	Nie chcę nic z nim robić.
	
;Look at VCR tape"	
ANITEM0048	Nieoznakowana kaseta wideo.
;Use VCR tape"	
ANITEM0049	Będę potrzebowała starego odtwarzacza wideo żeby to odtworzyć.
	
	
;//////////////////////////////////////////////////////////////////////	
;A2 - ITEM NAMES"	
;//////////////////////////////////////////////////////////////////////	
	
;Names of game items"	
ITEMIS0001	Siekiera
ITEMIS0002	Materiały Wybuchowe
ITEMIS0003	Gaśnica
ITEMIS0004	Karta Dostępu
ITEMIS0005	Klucz Awaryjny
ITEMIS0006	Baterie
ITEMIS0007	Koc
ITEMIS0008	Koperta
ITEMIS0009	Dysk Wideo #1
ITEMIS0010	Dysk Wideo #2
ITEMIS0011	Dysk Wideo #3
ITEMIS0012	Dr Sól
ITEMIS0013	Oczy
ITEMIS0014	Głowa
ITEMIS0015	Przecinak Laserowy
ITEMIS0016	Prawa Ręka
ITEMIS0017	Noga
ITEMIS0018	Lustro
ITEMIS0019	Notka
ITEMIS0020	Lewa Ręka
ITEMIS0021	Próbówka
ITEMIS0022	Skalpel
ITEMIS0023	Stalowe Pudełko
ITEMIS0024	Tors
ITEMIS0025	Kaseta VCR
	
;//////////////////////////////////////////////////////////////////////	
;A3 - MISSED WORDS"	
;//////////////////////////////////////////////////////////////////////	
	
;Text for the analyser in the computer room"	
EXTRAS0001	Panel
EXTRAS0002	Kabel
EXTRAS0003	Wyjdź
EXTRAS0004	Analizator
